edad,ingreso_anual,saldo_cuenta,meses_empleado,ratio_deuda,historial_pagos,productos_banco,tiene_tarjeta,default
0.8571428571428572,0.0064333951811547,0.1394132379178338,0.6889352818371607,0.1745575221238937,2,4,1,0
0.7321428571428572,0.6178750077336413,0.2395380924139469,0.9144050104384132,0.1404867256637167,2,2,0,0
0.5714285714285714,0.5739372698154005,0.4696430615835835,0.0041753653444676,0.3757743362831858,1,4,0,0
0.75,0.4147349255791068,0.2178669191600304,0.3820459290187891,0.0407079646017699,1,6,1,0
0.7142857142857142,0.2711751718253518,0.3941579298819901,0.1002087682672233,0.1350663716814159,2,1,1,0
0.6428571428571428,0.2616973323749656,0.0861712221442052,0.789144050104384,0.3959070796460177,2,2,1,0
0.9464285714285714,0.2241530694867057,0.0805286931945209,0.1189979123173277,0.1182522123893805,1,1,1,0
0.3928571428571428,0.223032392929644,0.4144417490635913,0.3987473903966597,0.1644911504424778,2,2,1,0
0.8035714285714286,0.00378062300013,0.0,0.4509394572025051,0.2139380530973451,1,3,1,0
0.6964285714285714,0.1640110887098922,0.1484065942435247,0.997912317327766,0.2117256637168141,2,7,1,0
0.0357142857142857,0.3645037261057118,0.0936875512549572,0.9478079331941544,0.2851769911504425,0,2,1,0
0.0178571428571428,0.4033108722105528,0.0542709229552926,0.9185803757828808,0.4601769911504424,1,4,0,0
0.2142857142857143,0.4330473359940612,0.0,0.3569937369519833,0.3529867256637168,0,6,0,0
0.5178571428571428,0.3144681495795279,0.357556546901019,0.0480167014613778,0.4077433628318584,2,7,0,0
0.4285714285714286,0.2673119382632731,0.8079117753857297,0.4843423799582463,0.1771017699115044,2,4,1,0
0.0535714285714286,0.246671302234399,0.3621259462973345,0.7327766179540709,0.3580752212389381,2,5,1,0
0.0892857142857143,0.3408665926083933,0.4951952393142781,0.7223382045929018,0.281858407079646,2,2,0,0
0.9821428571428572,0.1433705237133156,0.056335862034062,0.6179540709812108,0.0905973451327433,0,4,1,0
0.875,0.2773681937118943,0.4093406984874475,0.4613778705636743,0.1035398230088495,1,2,1,0
0.25,0.4215675222719993,0.5511682322205183,0.8100208768267223,0.1631637168141592,1,5,1,0
0.0714285714285714,0.4374815271631412,0.1071601424746544,0.7724425887265135,0.1984513274336283,2,4,1,0
0.5,0.317490573836546,0.1766966281424294,0.7369519832985385,0.3482300884955752,0,7,1,0
0.0,0.4212812621132265,0.0831741737418366,0.8914405010438412,0.0998893805309734,1,4,1,0
0.4285714285714286,0.0397876759390096,0.0750259560753922,0.3173277661795406,0.7444690265486724,2,3,1,0
0.8392857142857142,0.0517862385294382,0.1327727574466788,0.2338204592901878,0.2853982300884956,2,3,1,0
0.9821428571428572,0.074772005859028,0.0,0.6200417536534446,0.0971238938053097,1,4,0,0
0.9464285714285714,0.2254741991872058,0.0,0.1440501043841336,0.1471238938053097,1,4,0,0
0.5892857142857143,0.3705300351901104,0.1905718886244827,0.3590814196242171,0.4888274336283185,1,2,1,0
0.8214285714285714,0.1506553830441502,0.1509211274346258,0.615866388308977,0.3107300884955752,2,6,1,0
0.375,0.2431135785837054,0.2874699840652054,0.5031315240083507,0.2908185840707964,2,2,0,0
0.8035714285714286,0.0271595540961733,0.2982037363973213,0.9624217118997912,0.5088495575221238,2,5,1,0
0.0535714285714286,0.4262970657339273,0.5183478620203039,0.6764091858037578,0.3355088495575221,2,6,1,0
0.8928571428571428,0.3752647640097533,0.3820097986948504,0.7348643006263047,0.2264380530973451,1,2,1,0
0.2321428571428571,0.1901238398383646,0.1996977892253665,0.8747390396659707,0.165929203539823,2,4,0,0
0.0892857142857143,0.3510672567177552,0.0,0.7160751565762004,0.2868362831858407,2,5,0,0
0.8571428571428572,0.2248570705868539,0.2819276924913852,0.4780793319415448,0.1716814159292035,1,6,1,0
0.0714285714285714,0.3409090699222757,0.3275455257032708,0.3653444676409185,0.3543141592920354,2,4,1,0
0.375,0.2319071681745758,0.2966564447473404,0.2505219206680584,0.7940265486725663,2,5,0,0
0.7678571428571428,0.0,0.0,0.883089770354906,0.075,1,2,0,0
0.0535714285714286,0.328027646906689,0.0489195246193313,0.1022964509394571,0.0340707964601769,1,5,1,0
